Bandit,Reward,Algorithm
3,4.1430913645490755,EpsilonGreedy
3,4.009653295336983,EpsilonGreedy
3,3.853358479938924,EpsilonGreedy
3,3.6899842870351485,EpsilonGreedy
3,4.142733146445932,EpsilonGreedy
3,2.489493038761573,EpsilonGreedy
3,6.720333506201046,EpsilonGreedy
3,4.961187078828337,EpsilonGreedy
3,3.14849166491173,EpsilonGreedy
3,2.5254866814977848,EpsilonGreedy
3,3.450327752939301,EpsilonGreedy
3,3.4552343900551685,EpsilonGreedy
3,3.837418061653766,EpsilonGreedy
3,4.0995761379273405,EpsilonGreedy
3,4.870776644716654,EpsilonGreedy
3,5.3722985440719615,EpsilonGreedy
3,4.820504799964282,EpsilonGreedy
3,6.223962467039565,EpsilonGreedy
3,4.236395803825689,EpsilonGreedy
3,3.1486590883042,EpsilonGreedy
3,3.049659942830266,EpsilonGreedy
3,4.82455120157741,EpsilonGreedy
3,3.3247795104092193,EpsilonGreedy
3,5.8646159291905064,EpsilonGreedy
3,4.449559688372478,EpsilonGreedy
3,4.310402653216787,EpsilonGreedy
3,4.515607961916793,EpsilonGreedy
3,3.0728431741316298,EpsilonGreedy
3,5.42708256452507,EpsilonGreedy
3,6.4371270148615585,EpsilonGreedy
3,3.7212377438703657,EpsilonGreedy
3,5.423890518376972,EpsilonGreedy
3,5.067195379120782,EpsilonGreedy
3,3.3242872399487164,EpsilonGreedy
3,4.270819093670438,EpsilonGreedy
3,3.3887509655174934,EpsilonGreedy
3,3.489391831498464,EpsilonGreedy
3,4.308815983347567,EpsilonGreedy
3,3.5424790437379823,EpsilonGreedy
3,2.7941909443373554,EpsilonGreedy
3,3.9360057517697062,EpsilonGreedy
3,3.888604868523185,EpsilonGreedy
3,5.3216016392070635,EpsilonGreedy
3,2.148376303475917,EpsilonGreedy
3,4.3958940665685775,EpsilonGreedy
3,2.7694806049262484,EpsilonGreedy
3,3.783109530228933,EpsilonGreedy
3,2.5213998771181254,EpsilonGreedy
3,4.921777812990188,EpsilonGreedy
3,4.930548530151077,EpsilonGreedy
3,3.018698512596182,EpsilonGreedy
3,2.4622178791726888,EpsilonGreedy
3,3.4996636928800506,EpsilonGreedy
3,4.2231759765258765,EpsilonGreedy
3,4.431223275256192,EpsilonGreedy
3,5.292965511111591,EpsilonGreedy
3,3.456848835706897,EpsilonGreedy
3,4.606943240810329,EpsilonGreedy
3,2.2904531033736877,EpsilonGreedy
3,3.6443811857915653,EpsilonGreedy
3,3.0984611464524114,EpsilonGreedy
3,4.174824200948162,EpsilonGreedy
3,2.145623787396675,EpsilonGreedy
3,3.581115909808271,EpsilonGreedy
3,4.158392901617867,EpsilonGreedy
3,5.383300741670725,EpsilonGreedy
3,4.062847268446848,EpsilonGreedy
3,2.744161724658972,EpsilonGreedy
3,3.5178721806264606,EpsilonGreedy
3,4.216498871667602,EpsilonGreedy
3,1.181922544307501,EpsilonGreedy
3,4.284894537902222,EpsilonGreedy
3,3.6434648165233328,EpsilonGreedy
3,4.733838357508176,EpsilonGreedy
3,3.012583876090215,EpsilonGreedy
3,4.2877060943380245,EpsilonGreedy
3,5.217632802799774,EpsilonGreedy
3,3.8113981700564867,EpsilonGreedy
3,4.762351240009728,EpsilonGreedy
3,4.403522885780233,EpsilonGreedy
3,3.1112102477076427,EpsilonGreedy
3,3.3972840670133206,EpsilonGreedy
3,5.078201803520763,EpsilonGreedy
3,3.003522984386648,EpsilonGreedy
3,3.972116123622258,EpsilonGreedy
3,3.4269824400142204,EpsilonGreedy
3,2.5015576076370536,EpsilonGreedy
3,2.7712570062414628,EpsilonGreedy
3,3.599554209897432,EpsilonGreedy
3,3.920722014005506,EpsilonGreedy
3,3.725226245807171,EpsilonGreedy
3,4.641906099243928,EpsilonGreedy
3,4.353150073901911,EpsilonGreedy
3,3.156854600374202,EpsilonGreedy
3,3.2434663421611387,EpsilonGreedy
3,2.90640187940795,EpsilonGreedy
3,4.407712718391989,EpsilonGreedy
3,3.606478334050739,EpsilonGreedy
3,2.5889163807393136,EpsilonGreedy
3,3.1275125857178008,EpsilonGreedy
3,3.616654316441893,EpsilonGreedy
3,4.1257899401152125,EpsilonGreedy
3,4.42144503116299,EpsilonGreedy
3,5.160643659053077,EpsilonGreedy
3,3.764958141487662,EpsilonGreedy
3,4.310768807824654,EpsilonGreedy
3,4.184746324776241,EpsilonGreedy
3,2.247345109209797,EpsilonGreedy
3,4.0573645137791665,EpsilonGreedy
3,4.00661461985592,EpsilonGreedy
3,2.671832499156954,EpsilonGreedy
3,1.5657004258204408,EpsilonGreedy
3,2.59931406365902,EpsilonGreedy
3,3.711762150633797,EpsilonGreedy
3,5.168991083515516,EpsilonGreedy
3,4.223425083388385,EpsilonGreedy
3,3.4971897015025,EpsilonGreedy
3,4.026864056625306,EpsilonGreedy
3,4.351176108763463,EpsilonGreedy
3,3.6256862348682826,EpsilonGreedy
3,4.810002683447429,EpsilonGreedy
3,3.255272440161762,EpsilonGreedy
3,3.66998222139778,EpsilonGreedy
3,3.86688447052438,EpsilonGreedy
3,3.379920296033162,EpsilonGreedy
3,4.870159630693262,EpsilonGreedy
3,3.880640137532817,EpsilonGreedy
3,4.490942149380976,EpsilonGreedy
3,3.686851533216879,EpsilonGreedy
3,4.449696969827009,EpsilonGreedy
3,4.5527683571225515,EpsilonGreedy
3,4.8168561545653334,EpsilonGreedy
3,2.455541016271933,EpsilonGreedy
3,4.608494603434189,EpsilonGreedy
3,4.368836192214505,EpsilonGreedy
3,3.7662079059633617,EpsilonGreedy
3,5.678047945774913,EpsilonGreedy
3,3.601647294788457,EpsilonGreedy
3,4.207629945710304,EpsilonGreedy
3,4.3460394706851675,EpsilonGreedy
3,5.1510951392394535,EpsilonGreedy
3,5.0739199596459414,EpsilonGreedy
3,4.391487009783479,EpsilonGreedy
3,4.566462210121076,EpsilonGreedy
3,3.261712894980709,EpsilonGreedy
3,3.5641438601500495,EpsilonGreedy
3,4.386481046077575,EpsilonGreedy
3,3.8427915282820937,EpsilonGreedy
3,4.3565087914107,EpsilonGreedy
3,4.260486659011084,EpsilonGreedy
3,3.9395701244646903,EpsilonGreedy
3,4.594620309268028,EpsilonGreedy
3,3.8062426232240885,EpsilonGreedy
3,5.743331340357741,EpsilonGreedy
3,4.659544409654713,EpsilonGreedy
3,3.688494695662518,EpsilonGreedy
3,3.5566287886389785,EpsilonGreedy
3,3.878923382731505,EpsilonGreedy
3,3.7102684005812803,EpsilonGreedy
3,4.702367663886596,EpsilonGreedy
3,2.6550364288032453,EpsilonGreedy
3,4.112838583967367,EpsilonGreedy
3,3.764000988422368,EpsilonGreedy
3,2.6474297076526625,EpsilonGreedy
3,1.5622108771628729,EpsilonGreedy
3,3.875804916791857,EpsilonGreedy
3,3.5415166411603525,EpsilonGreedy
3,4.349313377115504,EpsilonGreedy
3,2.48241612744789,EpsilonGreedy
3,2.2682379105762966,EpsilonGreedy
3,4.050935263869468,EpsilonGreedy
3,4.331691578961303,EpsilonGreedy
3,3.4204124508682217,EpsilonGreedy
3,5.004869020703145,EpsilonGreedy
3,3.920328362179888,EpsilonGreedy
3,3.7195455055667876,EpsilonGreedy
3,4.967920953263702,EpsilonGreedy
3,3.592387418276389,EpsilonGreedy
3,4.767375395245476,EpsilonGreedy
3,4.126547947526209,EpsilonGreedy
3,3.4412187554696096,EpsilonGreedy
3,3.9868773432245046,EpsilonGreedy
3,3.4671157237054744,EpsilonGreedy
3,4.408051979199553,EpsilonGreedy
3,4.188758644462212,EpsilonGreedy
3,3.0370041174846962,EpsilonGreedy
3,4.919434509893415,EpsilonGreedy
3,4.8343940175532545,EpsilonGreedy
3,2.9428345739090616,EpsilonGreedy
3,3.8395819151904824,EpsilonGreedy
3,3.082274520359765,EpsilonGreedy
3,3.926195692359363,EpsilonGreedy
3,4.548970692907966,EpsilonGreedy
3,2.753402529282596,EpsilonGreedy
3,3.97825426258062,EpsilonGreedy
3,3.4561614613978193,EpsilonGreedy
3,5.734941251185504,EpsilonGreedy
3,4.319049502107524,EpsilonGreedy
3,3.2334378690866887,EpsilonGreedy
3,3.5892341323079586,EpsilonGreedy
3,3.5714315452136716,EpsilonGreedy
3,2.9275906657556923,EpsilonGreedy
3,3.437699260515051,EpsilonGreedy
3,4.313213186215277,EpsilonGreedy
3,4.824144259553827,EpsilonGreedy
3,3.450490535381362,EpsilonGreedy
3,5.0082193630775675,EpsilonGreedy
3,3.358630523258774,EpsilonGreedy
3,3.249425258349526,EpsilonGreedy
3,3.7839610032127946,EpsilonGreedy
3,3.262513125983133,EpsilonGreedy
3,5.929792896645216,EpsilonGreedy
3,2.9408076137420744,EpsilonGreedy
3,3.1594194397076594,EpsilonGreedy
3,3.270365395335542,EpsilonGreedy
3,3.4250488734913946,EpsilonGreedy
3,2.740085694728011,EpsilonGreedy
3,3.64334172153241,EpsilonGreedy
3,5.879111837160342,EpsilonGreedy
3,3.644602487543866,EpsilonGreedy
3,3.1154588849610354,EpsilonGreedy
3,3.5287005994983254,EpsilonGreedy
3,4.188122790837021,EpsilonGreedy
3,4.4661132126881045,EpsilonGreedy
3,5.3002994250868785,EpsilonGreedy
3,3.632980620658195,EpsilonGreedy
3,4.0205929089709675,EpsilonGreedy
3,5.450720215037366,EpsilonGreedy
3,3.8004138982088564,EpsilonGreedy
3,4.3263019467688455,EpsilonGreedy
3,5.736627450481419,EpsilonGreedy
3,4.2676161430403825,EpsilonGreedy
3,2.5864055883221884,EpsilonGreedy
3,3.6928433960984606,EpsilonGreedy
3,4.949464913708464,EpsilonGreedy
3,4.04082348725854,EpsilonGreedy
3,3.6502227702071233,EpsilonGreedy
3,4.142540170096793,EpsilonGreedy
3,3.519643418783047,EpsilonGreedy
3,4.853284018353224,EpsilonGreedy
3,4.32069075907143,EpsilonGreedy
3,4.811798176898721,EpsilonGreedy
3,5.08618503682316,EpsilonGreedy
3,2.9880405710626396,EpsilonGreedy
3,3.8755382602679367,EpsilonGreedy
3,4.973299662202197,EpsilonGreedy
3,4.494150888962235,EpsilonGreedy
3,3.2887820405202257,EpsilonGreedy
3,3.9691298579360685,EpsilonGreedy
3,4.100478212584557,EpsilonGreedy
3,5.626243525194619,EpsilonGreedy
3,3.4698909553371777,EpsilonGreedy
3,4.035288447707809,EpsilonGreedy
3,4.82950434355907,EpsilonGreedy
3,5.9468565888468605,EpsilonGreedy
3,3.855114161343964,EpsilonGreedy
3,3.116949822189312,EpsilonGreedy
3,3.488459140806225,EpsilonGreedy
3,4.170337632062026,EpsilonGreedy
3,5.228737222683449,EpsilonGreedy
3,4.596812028361542,EpsilonGreedy
3,6.157233404386921,EpsilonGreedy
3,3.75766594185768,EpsilonGreedy
3,5.2671865099890525,EpsilonGreedy
3,3.162864430375202,EpsilonGreedy
3,3.581617965621685,EpsilonGreedy
3,4.769278515789752,EpsilonGreedy
3,3.7884403987607334,EpsilonGreedy
3,4.5308525072161725,EpsilonGreedy
3,5.641936797611942,EpsilonGreedy
3,4.641278877396152,EpsilonGreedy
3,4.217832940453121,EpsilonGreedy
3,5.174622280048892,EpsilonGreedy
3,3.985838877906303,EpsilonGreedy
3,2.4202525638840684,EpsilonGreedy
3,5.175927736829051,EpsilonGreedy
3,2.969663283231558,EpsilonGreedy
3,5.1048456651350405,EpsilonGreedy
3,2.2332752748403273,EpsilonGreedy
3,5.1829329200548475,EpsilonGreedy
3,5.664535221477054,EpsilonGreedy
3,2.6954481505726005,EpsilonGreedy
3,5.812411945006788,EpsilonGreedy
3,5.22647933214921,EpsilonGreedy
3,4.207650539452914,EpsilonGreedy
3,4.096265155343448,EpsilonGreedy
3,3.1799496052156937,EpsilonGreedy
3,3.9459640926451782,EpsilonGreedy
3,3.5246767769387883,EpsilonGreedy
3,4.474938948625904,EpsilonGreedy
3,3.7187773703678975,EpsilonGreedy
3,4.266416726749324,EpsilonGreedy
3,3.9147394534717193,EpsilonGreedy
3,5.013211085414753,EpsilonGreedy
3,4.730345055928196,EpsilonGreedy
3,3.4598738299768197,EpsilonGreedy
3,3.9150692969387535,EpsilonGreedy
3,4.1577837379074625,EpsilonGreedy
3,4.304541418378902,EpsilonGreedy
3,2.8159305161273025,EpsilonGreedy
3,3.394024589125167,EpsilonGreedy
3,3.5336290686629237,EpsilonGreedy
3,4.54368795493736,EpsilonGreedy
3,2.9528896333653156,EpsilonGreedy
3,5.342914437982585,EpsilonGreedy
3,2.958546819688526,EpsilonGreedy
3,3.159208259098287,EpsilonGreedy
3,5.06875093159584,EpsilonGreedy
3,3.884493147280156,EpsilonGreedy
3,1.4203302144131094,EpsilonGreedy
3,3.2560873475482195,EpsilonGreedy
3,5.2962933674990715,EpsilonGreedy
3,2.9849924841496462,EpsilonGreedy
3,3.3730033243817856,EpsilonGreedy
3,4.014067622980873,EpsilonGreedy
3,4.219679015221963,EpsilonGreedy
3,4.543078978411596,EpsilonGreedy
3,4.99820189895717,EpsilonGreedy
3,4.1329701725477195,EpsilonGreedy
3,2.536408299201808,EpsilonGreedy
3,3.9554365454163434,EpsilonGreedy
3,3.764314637050945,EpsilonGreedy
3,2.160315310364254,EpsilonGreedy
3,6.814743089904175,EpsilonGreedy
3,3.531351745180158,EpsilonGreedy
3,6.1558725370425,EpsilonGreedy
3,3.3984483503181036,EpsilonGreedy
3,2.8208858051214287,EpsilonGreedy
3,3.3882567359000237,EpsilonGreedy
3,4.379534515239607,EpsilonGreedy
3,2.8550532516323734,EpsilonGreedy
3,2.6911831504203207,EpsilonGreedy
3,5.729095084861659,EpsilonGreedy
3,3.3674517230675898,EpsilonGreedy
3,5.511751924820317,EpsilonGreedy
3,4.012043220285407,EpsilonGreedy
3,3.368000402964881,EpsilonGreedy
3,3.547585766455825,EpsilonGreedy
3,5.738307156677605,EpsilonGreedy
3,4.070356450227898,EpsilonGreedy
3,4.053580418826301,EpsilonGreedy
3,4.7619888559740255,EpsilonGreedy
3,4.849286657144551,EpsilonGreedy
3,4.2460008587994045,EpsilonGreedy
3,2.935686698862894,EpsilonGreedy
3,4.223274508042338,EpsilonGreedy
3,4.6629925503264245,EpsilonGreedy
3,4.402729784277574,EpsilonGreedy
3,4.667455841720389,EpsilonGreedy
3,2.990965705554048,EpsilonGreedy
3,2.9927092597301272,EpsilonGreedy
3,4.690874306436117,EpsilonGreedy
3,3.043799395409621,EpsilonGreedy
3,3.473290120738086,EpsilonGreedy
3,2.625617951450036,EpsilonGreedy
3,4.255417046021595,EpsilonGreedy
3,5.004603820386172,EpsilonGreedy
3,3.8817407136752866,EpsilonGreedy
3,1.9283523582443083,EpsilonGreedy
3,4.128868225773842,EpsilonGreedy
3,3.4151140308860697,EpsilonGreedy
3,2.5185089536756653,EpsilonGreedy
3,4.242466032264018,EpsilonGreedy
3,3.825457320243941,EpsilonGreedy
3,2.684267933736656,EpsilonGreedy
3,3.5792110891816593,EpsilonGreedy
3,2.8724862023016398,EpsilonGreedy
3,3.4642419981781747,EpsilonGreedy
3,3.9659807732208003,EpsilonGreedy
3,4.518207238585399,EpsilonGreedy
3,4.891680219738081,EpsilonGreedy
3,3.8133225988964563,EpsilonGreedy
3,3.536320077257679,EpsilonGreedy
3,3.418209504093699,EpsilonGreedy
3,1.1304164664870928,EpsilonGreedy
3,3.844627842879749,EpsilonGreedy
3,5.396665194277255,EpsilonGreedy
3,3.9583213507410653,EpsilonGreedy
3,4.480006492640226,EpsilonGreedy
3,5.303729251942991,EpsilonGreedy
3,5.716961914461087,EpsilonGreedy
3,4.842319566367343,EpsilonGreedy
3,1.7634454085305493,EpsilonGreedy
3,4.809506970528878,EpsilonGreedy
3,2.4939070977753994,EpsilonGreedy
3,3.5672166472454783,EpsilonGreedy
3,3.7238534518070963,EpsilonGreedy
3,4.141952357497851,EpsilonGreedy
3,4.288249263466252,EpsilonGreedy
3,3.9723562739988547,EpsilonGreedy
3,5.29776778925691,EpsilonGreedy
